date,bank,product_name,rate_effective,rate_nominal,monthly,total_cost,first_year_cost,establishment_fee
2024-08-08,Valle Sparebank,Grønt bustadlån,5.46,5.3,33921,8141040,407052,2500
2024-08-08,Sunndal Sparebank,Grønt førstehjemslån,5.47,5.3,33927,8142480,407124,3500
2024-08-08,Landkreditt Bank AS,Grønt Boliglån 75%,5.47,5.34,33947,8147280,407364,0
2024-08-08,SpareBank 1 Østfold Akershus,Grønt Førstehjemslån,5.5,5.34,34024,8165760,408288,3000
2024-08-09,Romsdal Sparebank,Grønt boliglån,5.32,5.15,33535,8048400,402420,7500
2024-08-09,Ørskog Sparebank,Grønt bustadlån,5.36,5.2,33650,8076000,403800,3000
2024-08-09,NORDirekte (Skagerrak Sparebank),Grønt boliglån,5.36,5.22,33648,8075520,403776,0
2024-08-09,Rindal Sparebank,Grønt boliglån,5.4,5.25,33762,8102880,405144,3000
2024-08-09,Sparebanken Øst,Grønt førstehjemslån,5.44,5.28,33851,8124240,406212,0
2024-08-09,Luster Sparebank,Grønt Bustadlån,5.45,5.29,33883,8131920,406596,2000
2024-08-09,Valle Sparebank,Grønt bustadlån,5.46,5.3,33921,8141040,407052,2500
2024-08-09,Sunndal Sparebank,Grønt førstehjemslån,5.47,5.3,33927,8142480,407124,3500
2024-08-09,Landkreditt Bank AS,Grønt Boliglån 75%,5.47,5.34,33947,8147280,407364,0
2024-08-09,SpareBank 1 Østfold Akershus,Grønt Førstehjemslån,5.5,5.34,34024,8165760,408288,3000
2024-08-10,Romsdal Sparebank,Grønt boliglån,5.32,5.15,33535,8048400,402420,7500
2024-08-10,Ørskog Sparebank,Grønt bustadlån,5.36,5.2,33650,8076000,403800,3000
2024-08-10,NORDirekte (Skagerrak Sparebank),Grønt boliglån,5.36,5.22,33648,8075520,403776,0
2024-08-10,Rindal Sparebank,Grønt boliglån,5.4,5.25,33762,8102880,405144,3000
2024-08-10,Sparebanken Øst,Grønt førstehjemslån,5.44,5.28,33851,8124240,406212,0
2024-08-10,Luster Sparebank,Grønt Bustadlån,5.45,5.29,33883,8131920,406596,2000
2024-08-10,Valle Sparebank,Grønt bustadlån,5.46,5.3,33921,8141040,407052,2500
2024-08-10,Sunndal Sparebank,Grønt førstehjemslån,5.47,5.3,33927,8142480,407124,3500
2024-08-10,Landkreditt Bank AS,Grønt Boliglån 75%,5.47,5.34,33947,8147280,407364,0
2024-08-10,SpareBank 1 Østfold Akershus,Grønt Førstehjemslån,5.5,5.34,34024,8165760,408288,3000
2024-08-11,Romsdal Sparebank,Grønt boliglån,5.32,5.15,33535,8048400,402420,7500
2024-08-11,Ørskog Sparebank,Grønt bustadlån,5.36,5.2,33650,8076000,403800,3000
2024-08-11,NORDirekte (Skagerrak Sparebank),Grønt boliglån,5.36,5.22,33648,8075520,403776,0
2024-08-11,Rindal Sparebank,Grønt boliglån,5.4,5.25,33762,8102880,405144,3000
2024-08-11,Sparebanken Øst,Grønt førstehjemslån,5.44,5.28,33851,8124240,406212,0
2024-08-11,Luster Sparebank,Grønt Bustadlån,5.45,5.29,33883,8131920,406596,2000
2024-08-11,Valle Sparebank,Grønt bustadlån,5.46,5.3,33921,8141040,407052,2500
2024-08-11,Sunndal Sparebank,Grønt førstehjemslån,5.47,5.3,33927,8142480,407124,3500
2024-08-11,Landkreditt Bank AS,Grønt Boliglån 75%,5.47,5.34,33947,8147280,407364,0
2024-08-11,SpareBank 1 Østfold Akershus,Grønt Førstehjemslån,5.5,5.34,34024,8165760,408288,3000
2024-08-12,Romsdal Sparebank,Grønt boliglån,5.32,5.15,33535,8048400,402420,7500
2024-08-12,Ørskog Sparebank,Grønt bustadlån,5.36,5.2,33650,8076000,403800,3000
2024-08-12,NORDirekte (Skagerrak Sparebank),Grønt boliglån,5.36,5.22,33648,8075520,403776,0
2024-08-12,Rindal Sparebank,Grønt boliglån,5.4,5.25,33762,8102880,405144,3000
2024-08-12,Sparebanken Øst,Grønt førstehjemslån,5.44,5.28,33851,8124240,406212,0
2024-08-12,Luster Sparebank,Grønt Bustadlån,5.45,5.29,33883,8131920,406596,2000
2024-08-12,Valle Sparebank,Grønt bustadlån,5.46,5.3,33921,8141040,407052,2500
2024-08-12,Sunndal Sparebank,Grønt førstehjemslån,5.47,5.3,33927,8142480,407124,3500
2024-08-12,Landkreditt Bank AS,Grønt Boliglån 75%,5.47,5.34,33947,8147280,407364,0
2024-08-12,SpareBank 1 Østfold Akershus,Grønt Førstehjemslån,5.5,5.34,34024,8165760,408288,3000
2024-08-13,Romsdal Sparebank,Grønt boliglån,5.32,5.15,33535,8048400,402420,7500
