Date,Quote Currency,AUD,BDT,BGN,BRL,BYN,CAD,CHF,CNY,CZK,DKK,EUR,GBP,HKD,HRK,HUF,I44,IDR,ILS,INR,ISK,JPY,KRW,MMK,MXN,MYR,NZD,PHP,PKR,PLN,RON,RUB,SEK,SGD,THB,TRY,TWD,TWI,USD,XDR,ZAR,VND
1985-07-26,NOK,5.9124,,,,,6.1841,356.28,,,80.92,,11.755,,,,,,,,20.29,3.489,0.9502,,,,4.3122,,,,,,99.51,3.7916,31.029,,20.758000000000006,89.24,8.353,,,
1985-07-29,NOK,5.9246,,,,,6.1079,358.11,,,81.1,,11.754,,,,,,,,20.16,3.4730000000000003,0.9375,,,,4.297,,,,,,99.25,3.7277,30.609,,20.477,89.15,8.24,8.523,,
1985-07-30,NOK,5.95,,,,,6.1167,358.16,,,81.06,,11.755,,,,,,,,20.18,3.475,0.9398,,,,4.332,,,,,,99.3,3.7485,30.676,,20.425,89.17,8.258,8.48465,,
1985-07-31,NOK,5.9217,,,,,6.0525,358.2,,,81.51,,11.68,,,,,,,,20.03,3.462,0.931,,,,4.2675,,,,,,99.16,3.7304,30.47300000000001,,20.245,89.2,8.179,8.4915,,
1985-08-01,NOK,5.8678,,,,,6.0662,358.33,,,81.66,,11.555,,,,,,,,20.06,3.475,0.9331,,,,4.3397,,,,,,99.14,3.7506,30.59,,20.295,89.22,8.195,,,
1985-08-02,NOK,5.9592,,,,,6.1312,358.39,,,81.43,,11.344,,,,,,,,20.16,3.491,0.9421,,,,4.3788,,,,,,99.16,3.782,30.982,,20.55,89.1,8.294,,,
1985-08-05,NOK,5.9538,,,,,6.1266,359.19,,,81.68,,11.361,,,,,,,,20.26,3.491,0.9386,,,,4.3828,,,,,,99.24,3.7786,30.839,,20.542,89.26,8.2865,8.53711,,
1985-08-06,NOK,5.9202,,,,,6.1436,356.33,,,81.53,,11.334,,,,,,,,20.15,3.498,0.9424,,,,4.4297,,,,,,99.22,3.7941,30.981,,20.621,89.21,8.3185,8.595460000000001,,
1985-08-07,NOK,5.945,,,,,6.1861,356.11,,,81.54,,11.158,,,,,,,,20.23,3.516,0.9497,,,,4.3884,,,,,,99.29,3.8161,31.304,,20.784,89.25,8.405,8.560210000000001,,
1985-08-08,NOK,5.8785,,,,,6.1168,355.79,,,81.44,,11.323,,,,,,,,20.13,3.5010000000000003,0.9407,,,,4.4213,,,,,,99.37,3.7848,30.927,,20.628,89.27,8.338,,,
1985-08-09,NOK,5.899,,,,,6.1239,356.05,,,81.52,,11.303,,,,,,,,20.07,3.4930000000000003,0.9388,,,,4.4696,,,,,,99.3,3.7715,30.861,,20.584,89.22,8.32,,,
1985-08-12,NOK,5.9251,,,,,6.0916,357.53,,,81.76,,11.378,,,,,,,,20.08,3.485,0.934,,,,4.4874,,,,,,99.32,3.7494,30.728,,20.473,89.36,8.275,8.49744,,
1985-08-13,NOK,5.843999999999999,,,,,6.0531,358.62,,,81.75,,11.432,,,,,,,,20.02,3.468,0.9259,,,,4.5678,,,,,,99.15,3.7333,30.525,,20.272,89.28,8.202,8.50095,,
1985-08-14,NOK,5.8174,,,,,6.069,358.24,,,81.64,,11.408,,,,,,,,20.05,3.465,0.9298,,,,4.5351,,,,,,99.24,3.7453,30.724,,20.301,89.27,8.234,8.48405,,
1985-08-15,NOK,5.7078,,,,,6.0459,360.11,,,81.95,,11.436,,,,,,,,20.04,3.458,0.9247,,,,4.4757,,,,,,99.19,3.7038,30.51,,20.205,89.32,8.189,,,
1985-08-16,NOK,5.7268,,,,,6.0299,360.78,,,81.63,,11.451,,,,,,,,20.0,3.446,0.9215,,,,4.3762,,,,,,99.04,3.6977,30.399,,20.126,89.17,8.158999999999999,,,
1985-08-19,NOK,5.7643,,,,,6.0311,360.78,,,81.6,,11.447,,,,,,,,20.02,3.449,0.9223,,,,4.2793,,,,,,98.99,3.7027,30.476,,20.12,89.14,8.1645,8.476389999999999,,
1985-08-20,NOK,5.7846,,,,,6.0302,361.53,,,81.56,,11.436,,,,,,,,20.02,3.449,0.9236,,,,4.4363,,,,,,98.99,3.6829,30.553,,20.138,89.16,8.176,8.49751,,
1985-08-21,NOK,5.803999999999999,,,,,6.0586,360.86,,,81.6,,11.42,,,,,,,,20.02,3.46,0.9275,,,,4.4285,,,,,,99.16,3.6633,30.699,,20.249,89.26,8.215,8.48667,,
1985-08-22,NOK,5.7641,,,,,6.0393,363.43,,,81.81,,11.492,,,,,,,,20.03,3.463,0.9222,,,,4.3721,,,,,,99.39,3.6579,30.428,,20.148,89.5,8.17,,,
1985-08-23,NOK,5.7658,,,,,6.047999999999999,362.28,,,81.79,,11.476,,,,,,,,20.01,3.463,0.924,,,,4.4038,,,,,,99.32,3.6782,30.606,,20.197,89.44,8.184,,,
1985-08-26,NOK,5.7588,,,,,6.0259,362.16,,,81.59,,11.463,,,,,,,,20.03,3.457,0.9227,,,,4.4038,,,,,,99.21,3.6581,30.523000000000003,,20.173,89.32,8.174,8.52605,,
1985-08-27,NOK,5.7623,,,,,6.053,361.93,,,81.29,,11.461,,,,,,,,20.09,3.4730000000000003,0.9282,,,,4.3733,,,,,,99.31,3.6882,30.739,,20.316,89.36,8.232000000000001,8.51705,,
1985-08-28,NOK,5.7777,,,,,6.0329,361.33,,,81.4,,11.482,,,,,,,,20.05,3.467,0.9258,,,,4.3806,,,,,,99.24,3.6494,30.6,,20.299,89.33,8.213,8.48965,,
1985-08-29,NOK,5.7652,,,,,6.0209,360.63,,,81.25,,11.517,,,,,,,,20.01,3.4560000000000004,0.9234,,,,4.4178,,,,,,99.22,3.6398,30.478,,20.241,89.26,8.1895,,,
1985-08-30,NOK,5.7881,,,,,6.0304,360.05,,,81.32,,11.507,,,,,,,,20.05,3.469,0.9266,,,,4.4616,,,,,,99.19,3.6413,29.501,,20.321,89.27,8.222000000000001,,,
1985-09-02,NOK,5.7637,,,,,6.0697,357.64,,,81.04,,11.517,,,,,,,,20.14,3.489,0.9373,,,,4.488,,,,,,99.34,3.6801,30.941,,20.541,89.28,8.317,8.56837,,
1985-09-03,NOK,5.7367,,,,,6.0869,356.45,,,80.99,,11.473,,,,,,,,20.13,3.494,0.9364,,,,4.587,,,,,,99.29,3.692,31.042,,20.608,89.24,8.344,8.58948,,
1985-09-04,NOK,5.7481,,,,,6.1087,355.93,,,80.8,,11.476,,,,,,,,20.09,3.49,0.9371,,,,4.4732,,,,,,99.29,3.69,30.886,,20.664,89.21,8.367,8.55284,,
1985-09-05,NOK,5.7459,,,,,6.0974,355.91,,,80.79,,11.458,,,,,,,,20.11,3.482,0.9326,,,,4.4899,,,,,,99.16,3.6758,31.845,,20.572,89.1,8.3275,,,
1985-09-06,NOK,5.7889,,,,,6.1639,353.17,,,80.46,,11.395,,,,,,,,20.3,3.495,0.9459,,,,4.5553,,,,,,99.32,3.7265,31.136,,20.899,89.03,8.4535,,,
1985-09-09,NOK,5.7194,,,,,6.2353,352.64,,,80.37,,11.232,,,,,,,,20.28,3.518,0.9575,,,,4.5809,,,,,,99.48,3.7267,31.42,,21.172,89.08,8.562000000000001,8.68907,,
1985-09-10,NOK,5.7959,,,,,6.2669,353.62,,,80.41,,11.214,,,,,,,,20.32,3.535,0.9604,,,,4.4245,,,,,,99.55,3.7426,31.27,,21.249,89.21,8.593,8.67506,,
1985-09-11,NOK,5.7669,,,,,6.2417,353.2,,,80.38,,11.272,,,,,,,,20.21,3.526,0.9575,,,,4.4326,,,,,,99.48,3.7369,31.089,,21.206,89.14,8.565,8.73024,,
1985-09-12,NOK,5.8218,,,,,6.3014,352.84,,,80.38,,11.247,,,,,,,,20.23,3.549,0.968,,,,4.5551,,,,,,99.69,3.7647,31.423,,21.402,89.31,8.657,,,
1985-09-13,NOK,5.7759,,,,,6.1886,353.66,,,80.56,,11.372,,,,,,,,20.2,3.507,0.9513,,,,4.4507,,,,,,99.59,3.6875,30.865,,21.044,89.2,8.5125,,,
1985-09-16,NOK,5.7776,,,,,6.2002,354.5,,,80.7,,11.308,,,,,,,,20.07,3.524,0.9518,,,,4.4804,,,,,,99.6,3.7265,30.863000000000003,,21.056,89.24,8.515,8.595419999999999,,
1985-09-17,NOK,5.7997,,,,,6.1281,354.82,,,80.94,,11.313,,,,,,,,19.93,3.491,0.9418,,,,4.4393,,,,,,99.39,3.7438,30.799,,20.83,89.12,8.4235,8.62577,,
1985-09-18,NOK,5.7993,,,,,6.1533,355.21,,,80.68,,11.313,,,,,,,,20.13,3.507,0.9489,,,,4.5049,,,,,,99.51,3.8656,31.103,,20.987,89.13,8.485,8.64355,,
1985-09-19,NOK,5.7863,,,,,6.1604,354.96,,,80.6,,11.347,,,,,,,,20.08,3.508,0.9504,,,,4.4763,,,,,,99.6,3.8475,31.192,,21.047,89.17,8.503,,,
1985-09-20,NOK,5.7959,,,,,6.1124,355.18,,,80.59,,11.392,,,,,,,,20.03,3.485,0.9428,,,,4.4991,,,,,,99.4,3.8184,30.822,,20.874,89.05,8.433,,,
1985-09-23,NOK,5.7264,,,,,5.9323,360.33,,,81.9,,11.61,,,,,,,,19.82,3.478,0.9066,,,,4.385,,,,,,99.46,3.6827,29.72,,20.038,89.44,8.1075,8.445260000000001,,
1985-09-24,NOK,5.6749,,,,,5.9108,362.19,,,81.8,,11.539,,,,,,,,19.69,3.507,0.9009,,,,4.3993,,,,,,99.2,3.764,29.811,,19.879,89.31,8.055,8.45284,,
1985-09-25,NOK,5.7274,,,,,5.9313,362.15,,,81.94,,11.535,,,,,,,,19.72,3.514,0.9017,,,,4.3668,,,,,,99.35,3.7261,30.488000000000003,,19.884,89.45,8.067,8.432910000000001,,
1985-09-26,NOK,5.7219,,,,,5.8667,364.66,,,82.06,,11.459,,,,,,,,19.44,3.613,0.8888,,,,4.3022,,,,,,99.14,3.6795,29.998,,19.609,89.43,7.9495,,,
1985-09-27,NOK,5.6533,,,,,5.8359,364.22,,,82.02,,11.263,,,,,,,,19.41,3.636,0.8877,,,,4.3462,,,,,,99.06,3.706,30.099,,19.6,89.22,7.94,,,
1985-09-30,NOK,5.6303,,,,,5.8104,365.83,,,82.11,,11.18,,,,,,,,19.4,3.688,0.8923,,,,4.4005,,,,,,99.01,3.7232,30.239,,19.691,89.32,7.977,8.4324,,
1985-10-01,NOK,5.6478,,,,,5.7945,363.89,,,81.79,,11.189,,,,,,,,19.33,3.676,0.8904,,,,4.3951,,,,,,98.91,3.7179,30.209,,19.649,89.12,7.96,8.39741,,
1985-10-02,NOK,5.5846,,,,,5.7616,366.43,,,82.05,,11.165,,,,,,,,19.16,3.69,0.8806,,,,4.4297,,,,,,98.85,3.6953,29.84800000000001,,19.43,89.13,7.871,8.420060000000001,,
1985-10-03,NOK,5.6229,,,,,5.7946,364.74,,,82.18,,11.199000000000002,,,,,,,,19.23,3.69,0.8847,,,,4.4492,,,,,,98.97,3.6643,30.032,,19.52,89.22,7.9075,,,
1985-10-04,NOK,5.5582,,,,,5.7277,366.58,,,82.39,,11.215,,,,,,,,19.08,3.677,0.8752,,,,4.3791,,,,,,98.87,3.6822,29.692,,19.364,89.18,7.8210000000000015,,,
1985-10-07,NOK,5.5878,,,,,5.8063,364.11,,,82.23,,11.209,,,,,,,,19.13,3.668,0.8885,,,,4.4438,,,,,,98.92,3.7379,30.135,,19.667,89.27,7.9375,8.385069999999999,,
1985-10-08,NOK,5.5488,,,,,5.7744,363.56,,,82.35,,11.158,,,,,,,,19.06,3.654,0.8816,,,,4.4871,,,,,,98.9,3.6741,29.796,,19.541,89.08,7.881,8.401480000000001,,
1985-10-09,NOK,5.49,,,,,5.7727,363.75,,,82.31,,11.17,,,,,,,,18.99,3.671,0.8818,,,,4.5105,,,,,,99.02,3.68,29.745,,19.594,89.17,7.8825,8.40563,,
1985-10-10,NOK,5.5479,,,,,5.7806,363.36,,,82.36,,11.178,,,,,,,,19.01,3.679,0.8843,,,,4.5419,,,,,,98.97,3.6878,29.688,,19.64,89.2,7.903,,,
1985-10-11,NOK,5.5688,,,,,5.7681,362.16,,,82.15,,11.173,,,,,,,,19.09,3.675,0.8851,,,,4.6182,,,,,,99.0,3.6831,29.778,,19.679,89.13,7.915,,,
1985-10-14,NOK,5.5735,,,,,5.7829,363.31,,,82.19,,11.177,,,,,,,,19.12,3.677,0.8847,,,,4.6524,,,,,,99.09,3.6933,29.763,,19.669,89.15,7.911,8.40841,,
1985-10-15,NOK,5.5418,,,,,5.7810000000000015,362.58,,,82.08,,11.184,,,,,,,,19.05,3.67,0.8853,,,,4.6432,,,,,,99.19,3.6961,29.786,,19.689,89.11,7.917000000000002,8.458210000000001,,
1985-10-16,NOK,5.5795,,,,,5.8241,363.93,,,82.36,,11.276,,,,,,,,19.18,3.688,0.8921,,,,4.6163,,,,,,99.66,3.7273,30.03,,19.851,89.55,7.982,8.45904,,
1985-10-17,NOK,5.6068,,,,,5.837999999999999,364.51,,,82.54,,11.286,,,,,,,,19.18,3.682,0.8903,,,,4.6169,,,,,,99.79,3.7148,29.985,,19.846,89.64,7.97,,,
1985-10-18,NOK,5.5842,,,,,5.7962,365.42,,,82.83,,11.291,,,,,,,,19.09,3.678,0.8844,,,,4.6183,,,,,,99.72,3.696,29.644,,19.714,89.7,7.915,,,
1985-10-21,NOK,5.5383,,,,,5.765,364.36,,,82.51,,11.276,,,,,,,,18.96,3.663,0.8785,,,,4.5959,,,,,,99.31,3.6734,29.497,,19.579,89.33,7.8610000000000015,8.43288,,
1985-10-22,NOK,5.5602,,,,,5.8057,364.97,,,82.73,,11.354,,,,,,,,19.04,3.668,0.8847,,,,4.4926,,,,,,99.68,3.7099,29.756,,19.714,89.66,7.915,8.43874,,
1985-10-23,NOK,5.5088,,,,,5.8057,366.27,,,82.86,,11.356,,,,,,,,19.07,3.672,0.8842,,,,4.4552,,,,,,99.77,3.7064,29.756,,19.723,89.76,7.915,8.441139999999999,,
1985-10-24,NOK,5.5421,,,,,5.8136,365.83,,,82.65,,11.365,,,,,,,,19.05,3.663,0.8863,,,,4.4882,,,,,,99.8,3.7136,29.79300000000001,,19.781,89.71,7.934,,,
1985-10-25,NOK,5.567,,,,,5.8138,365.89,,,82.74,,11.304,,,,,,,,19.06,3.692,0.8868,,,,4.4596,,,,,,99.94,3.7024,29.751,,19.809,89.78,7.9435,,,
1985-10-28,NOK,5.5518,,,,,5.8033,365.77,,,82.65,,11.300999999999998,,,,,,,,19.03,3.708,0.8854,,,,4.4537,,,,,,99.86,3.7029,29.615,,19.771,89.71,7.928,8.4423,,
1985-10-29,NOK,5.5329,,,,,5.7875,366.21,,,82.78,,11.322,,,,,,,,19.04,3.716,0.8827,,,,4.457,,,,,,99.92,3.6946,29.625,,19.703,89.78,7.901,8.42355,,
1985-10-30,NOK,5.5136,,,,,5.7607,366.74,,,82.89,,11.344,,,,,,,,18.98,3.723,0.8781,,,,4.5426,,,,,,99.97,3.6803,29.517,,19.58,89.81,7.8575,8.42853,,
1985-10-31,NOK,5.5054,,,,,5.7529,366.58,,,82.9,,11.351,,,,,,,,18.93,3.72,0.8793,,,,4.5277,,,,,,100.03,3.689,29.657,,19.579,89.84,7.865,8.42853,,
1985-11-01,NOK,5.4735,,,,,5.7496,367.2,,,83.13,,11.275,,,,,,,,18.92,3.748,0.879,,,,4.5777,,,,,,100.19,3.6901,29.593000000000004,,19.581,89.98,7.86,,,
1985-11-04,NOK,5.3239,,,,,5.7112,367.11,,,83.05,,11.264,,,,,,,,18.86,3.769,0.8733,,,,4.5505,,,,,,100.01,3.6719,29.525,,19.448,89.84,7.8065,8.40908,,
1985-11-05,NOK,5.2515,,,,,5.7187,365.97,,,83.0,,11.28,,,,,,,,18.76,3.776,0.8785,,,,4.4956,,,,,,100.1,3.7081,29.825,,19.566,89.91,7.85,8.43396,,
1985-11-06,NOK,5.1748,,,,,5.6899,365.64,,,83.06,,11.252,,,,,,,,18.9,3.811,0.8759999999999999,,,,4.5702,,,,,,100.17,3.6987,29.746,,19.531,89.93,7.832000000000002,8.4353,,
1985-11-07,NOK,5.2093,,,,,5.7018,366.43,,,83.21,,11.213,,,,,,,,18.85,3.848,0.8745,,,,4.5802,,,,,,100.18,3.6946,28.948,,19.511,89.98,7.816,8.4412,,
1985-11-08,NOK,5.3213,,,,,5.7386,366.33,,,83.19,,11.158,,,,,,,,18.9,3.829,0.8833,,,,4.6196,,,,,,100.13,3.7423,30.17,,19.702,89.98,7.8925,,,
1985-11-11,NOK,5.2653,,,,,5.7306,366.03,,,83.07,,11.194,,,,,,,,18.92,3.834,0.8828,,,,4.6186,,,,,,100.14,3.7234,29.867,,19.71,89.95,7.888,8.473469999999999,,
1985-11-12,NOK,5.2116,,,,,5.7224,366.35,,,83.15,,11.173,,,,,,,,18.9,3.84,0.8824,,,,4.4871,,,,,,100.08,3.7257,29.886,,19.723,89.98,7.893,8.47337,,
1985-11-13,NOK,5.2238,,,,,5.7083,367.53,,,83.3,,11.167,,,,,,,,18.84,3.848,0.8799,,,,4.5027,,,,,,100.12,3.7161,29.777,,19.658,90.04,7.867000000000001,8.47071,,
1985-11-14,NOK,5.2752,,,,,5.6972,366.68,,,83.2,,11.209,,,,,,,,18.84,3.862,0.8793,,,,4.5069,,,,,,100.1,3.7154,29.799,,19.635,90.0,7.858,8.4677,,
1985-11-15,NOK,5.2943,,,,,5.7189,366.82,,,83.24,,11.228,,,,,,,,18.85,3.86,0.88,,,,4.4044,,,,,,100.15,3.7168,29.81,,19.648,90.02,7.8610000000000015,,,
1985-11-18,NOK,5.2992,,,,,5.7164,366.53,,,83.04,,11.199000000000002,,,,,,,,18.87,3.858,0.8808,,,,4.3533,,,,,,100.07,3.7172,29.97,,19.683,89.91,7.872999999999997,8.46922,,
1985-11-19,NOK,5.3137,,,,,5.6960000000000015,367.13,,,83.27,,11.212,,,,,,,,18.81,3.87,0.8778,,,,4.3807,,,,,,100.15,3.7065,29.72,,19.612,90.01,7.843,8.45938,,
1985-11-20,NOK,5.3177,,,,,5.6895,367.07,,,83.24,,11.238,,,,,,,,18.81,3.852,0.8763,,,,4.4214,,,,,,100.09,3.7037,29.734,,19.58,89.96,7.826,8.44973,,
1985-11-21,NOK,5.3228,,,,,5.6621,367.79,,,83.34,,11.262,,,,,,,,18.76,3.863,0.8732,,,,4.4794,,,,,,100.1,3.6936,29.677,,19.517,89.99,7.798999999999999,8.444989999999999,,
1985-11-22,NOK,5.3409,,,,,5.6359,366.49,,,83.03,,11.215,,,,,,,,18.66,3.846,0.8686,,,,4.4477,,,,,,99.76,3.6806,29.54300000000001,,19.407,89.65,7.755,,,
1985-11-25,NOK,5.3179,,,,,5.5927,366.71,,,83.09,,11.286,,,,,,,,18.55,3.837,0.8624,,,,4.4366,,,,,,99.73,3.6911,29.464,,19.259,89.62,7.6960000000000015,8.37079,,
1985-11-26,NOK,5.3353,,,,,5.599,366.05,,,82.99,,11.237,,,,,,,,18.56,3.826,0.8652,,,,4.4543,,,,,,99.61,3.697,29.58,,19.328,89.53,7.7175,8.37951,,
1985-11-27,NOK,5.2584,,,,,5.5562,365.95,,,83.0,,11.238,,,,,,,,18.4,3.806,0.8573,,,,4.423,,,,,,99.45,3.6687,29.269,,19.175,89.37,7.651,8.332089999999999,,
1985-11-28,NOK,5.2487,,,,,5.5337,365.29,,,83.1,,11.232,,,,,,,,18.37,3.791,0.856,,,,4.3501,,,,,,99.54,3.6538,29.227,,19.153,89.45,7.64,8.332089999999999,,
1985-11-29,NOK,5.1969,,,,,5.4956,364.65,,,83.2,,11.239,,,,,,,,18.21,3.755,0.8496,,,,4.3599,,,,,,99.22,3.6229,28.98,,19.001,89.33,7.5755,,,
1985-12-02,NOK,5.1202,,,,,5.4595,364.62,,,83.22,,11.295,,,,,,,,18.26,3.733,0.8486,,,,4.3318,,,,,,99.29,3.6105,28.903,,18.972,89.29,7.564,8.2791,,
1985-12-03,NOK,5.1599,,,,,5.4745,360.6,,,83.16,,11.273,,,,,,,,18.34,3.72,0.8537,,,,4.3006,,,,,,99.26,3.5621,29.017,,19.111,89.21,7.614,8.288680000000001,,
1985-12-04,NOK,5.1703,,,,,5.4602,361.36,,,83.29,,11.289,,,,,,,,18.32,3.74,0.8507,,,,4.2909,,,,,,99.26,3.5593,28.392,,19.066,89.28,7.592,8.285680000000001,,
1985-12-05,NOK,5.1933,,,,,5.4714,362.27,,,83.36,,11.255999999999998,,,,,,,,18.34,3.744,0.8537,,,,4.3226,,,,,,99.31,3.5776,28.467,,19.114,89.35,7.615,8.30073,,
1985-12-06,NOK,5.1853,,,,,5.4524,361.8,,,83.16,,11.238,,,,,,,,18.3,3.743,0.853,,,,4.2931,,,,,,99.28,3.5733,28.46,,19.09,89.27,7.612999999999999,,,
1985-12-09,NOK,5.1915,,,,,5.4722,361.68,,,83.43,,11.172,,,,,,,,18.33,3.76,0.8564,,,,4.3115,,,,,,99.39,3.6109,28.605,,19.153,89.38,7.646,8.32328,,
1985-12-10,NOK,5.2302,,,,,5.5023,363.09,,,83.73,,11.102,,,,,,,,18.43,3.783,0.8623,,,,4.3349,,,,,,99.75,3.6266,28.807,,19.296,89.68,7.7029999999999985,8.36384,,
1985-12-11,NOK,5.2784,,,,,5.5239,363.08,,,83.7,,11.050999999999998,,,,,,,,18.42,3.788,0.8633,,,,4.252,,,,,,99.7,3.6259,28.856,,19.338,89.65,7.716,8.36669,,
1985-12-12,NOK,5.2614,,,,,5.5305,363.78,,,84.02,,11.029000000000002,,,,,,,,18.35,3.793,0.8585,,,,4.1225,,,,,,99.6,3.6095,28.669,,19.256,89.74,7.6775,8.35404,,
1985-12-13,NOK,5.2612,,,,,5.5298,365.02,,,84.16,,11.071,,,,,,,,18.33,3.8,0.8586,,,,3.9982,,,,,,99.88,3.6186,28.681,,19.245,89.9,7.675,,,
1985-12-16,NOK,5.2486,,,,,5.5229,364.68,,,84.06,,11.046,,,,,,,,18.3,3.795,0.8598,,,,3.8235,,,,,,99.78,3.6171,28.749,,19.259,89.83,7.6845,8.36335,,
1985-12-17,NOK,5.1972,,,,,5.4785,363.66,,,83.9,,11.028,,,,,,,,18.2,3.786,0.8552,,,,3.8156,,,,,,99.56,3.6009,28.572,,19.16,89.64,7.643,8.33041,,
1985-12-18,NOK,5.2049,,,,,5.4849,363.38,,,83.98,,10.999,,,,,,,,18.24,3.775,0.8575,,,,3.8618,,,,,,99.73,3.62,28.657,,19.184,89.75,7.66,8.33408,,
1985-12-19,NOK,5.2499,,,,,5.5145,363.63,,,83.95,,10.963,,,,,,,,18.2,3.796,0.8617,,,,3.8706,,,,,,99.84,3.6354,28.81,,19.274,89.84,7.697999999999999,8.36426,,
1985-12-20,NOK,5.2544,,,,,5.5036,363.99,,,84.21,,10.929,,,,,,,,18.16,3.793,0.8604,,,,3.8332,,,,,,99.8,3.6356,28.759,,19.261,89.85,7.693,,,
1985-12-23,NOK,5.2283,,,,,5.5104,363.56,,,84.25,,10.967,,,,,,,,18.21,3.788,0.8597,,,,3.8387,,,,,,99.79,3.6241,28.721,,19.232,89.87,7.683,8.364410000000001,,
1985-12-24,NOK,5.2416,,,,,5.5004,364.67,,,84.3,,10.959,,,,,,,,18.17,3.787,0.8596,,,,3.8626,,,,,,99.93,3.6261,28.721,,19.224,89.91,7.68,,,
1985-12-25,NOK,,,,,,,,,,,,,,,,,,,,,,,,,,3.8626,,,,,,,,,,,,,,,
1985-12-26,NOK,,,,,,,,,,,,,,,,,,,,,,,,,,3.8626,,,,,,,,,,,,,8.36544,,
1985-12-27,NOK,5.2355,,,,,5.4848,364.85,,,84.27,,10.977,,,,,,,,18.18,3.784,0.8587,,,,3.8398,,,,,,99.96,3.6218,28.687,,19.202,89.95,7.671,,,
1985-12-30,NOK,5.1738,,,,,5.4305,365.05,,,84.41,,10.914,,,,,,,,18.08,3.776,0.8503,,,,3.8,,,,,,99.71,3.5896,28.392,,19.013,89.85,7.592,8.31954,,
1985-12-31,NOK,5.1736,,,,,5.4291,366.43,,,84.67,,10.921,,,,,,,,18.06,3.781,0.8496,,,,3.804,,,,,,100.23,3.5936,28.399,,18.994,90.07,7.5825,8.31954,,
1986-01-01,NOK,,,,,,,,,,,,,,,,,,,,,,,,,,3.804,,,,,,,,,,,,,,,
1986-01-02,NOK,5.1379,,,,,5.3765,365.97,,,84.72,,10.976,,,,,,,,18.02,3.782,0.8435,,,,3.8229,,,,,,99.7,3.5678,28.195,,18.867,89.88,7.528,8.28991,,
1986-01-03,NOK,5.1642,,,,,5.397,367.25,,,84.67,,10.95,,,,,,,,18.05,3.751,0.8493,,,,3.8018,,,,,,99.76,3.5856,28.496,,18.997,89.92,7.58,8.30245,,
1986-01-06,NOK,5.1784,,,,,5.408,364.83,,,84.21,,10.895,,,,,,,,18.0,3.758,0.8515,,,,3.9554,,,,,,99.76,3.5809,28.544,,19.058,89.76,7.604,8.304780000000001,,
1986-01-07,NOK,5.1817,,,,,5.3469,363.73,,,84.5,,10.837,,,,,,,,17.9,3.733,0.8419,,,,3.9351,,,,,,99.39,3.5473,28.136,,18.835,89.62,7.515,8.2641,,
1986-01-08,NOK,5.2017,,,,,5.3947,364.27,,,84.56,,10.883,,,,,,,,17.94,3.743,0.8456,,,,3.7819,,,,,,99.59,3.5652,28.276,,18.921,89.84,7.544,8.28965,,
1986-01-09,NOK,5.2767,,,,,5.4129,363.2,,,84.2,,10.955,,,,,,,,17.96,3.747,0.8501,,,,3.8421,,,,,,99.59,3.5772,28.434,,19.044,89.76,7.588999999999999,8.30206,,
1986-01-10,NOK,5.2345,,,,,5.4038,363.07,,,84.48,,11.012,,,,,,,,17.91,3.725,0.8420000000000001,,,,3.8195,,,,,,99.51,3.5451,28.147,,18.873,89.77,7.521,8.24685,,
1986-01-13,NOK,5.2766,,,,,5.4525,362.57,,,84.16,,10.978,,,,,,,,17.94,3.75,0.8513,,,,3.8871,,,,,,99.65,3.5863,28.486,,19.098,89.84,7.603,8.30301,,
1986-01-14,NOK,5.2569,,,,,5.4372,363.06,,,83.81,,10.963,,,,,,,,17.93,3.754,0.8519,,,,3.8465,,,,,,99.67,3.5759,28.481,,19.123,89.82,7.612999999999999,8.315760000000001,,
1986-01-15,NOK,5.2774,,,,,5.399,364.03,,,84.22,,10.94,,,,,,,,17.92,3.755,0.8515,,,,3.8771,,,,,,99.62,3.5723,28.455,,19.195,89.88,7.609,8.32029,,
1986-01-16,NOK,5.3107,,,,,5.3894,365.3,,,84.48,,10.933,,,,,,,,17.88,3.75,0.8486,,,,3.953,,,,,,99.68,3.5637,28.347,,19.088,89.92,7.58,8.30707,,
1986-01-17,NOK,5.3254,,,,,5.4315,364.64,,,84.31,,10.928,,,,,,,,17.96,3.759,0.8524,,,,3.9474,,,,,,99.71,3.5778,28.513,,19.164,89.97,7.61,8.32268,,
1986-01-20,NOK,5.3166,,,,,5.4238,362.6,,,84.09,,10.851,,,,,,,,17.85,3.752,0.8519,,,,3.9223,,,,,,99.48,3.5759,28.487,,19.173,89.68,7.606,8.30286,,
1986-01-21,NOK,5.3103,,,,,5.4038,363.61,,,84.08,,10.747,,,,,,,,17.83,3.747,0.8483,,,,3.8789,,,,,,99.34,3.5646,28.397,,19.122,89.61,7.582000000000002,8.284089999999999,,
1986-01-22,NOK,5.4045,,,,,5.4092,363.45,,,83.96,,10.683,,,,,,,,17.82,3.752,0.8499,,,,3.9229,,,,,,99.35,3.5632,28.435,,19.155,89.58,7.595,8.293439999999999,,
1986-01-23,NOK,5.404,,,,,5.3898,364.72,,,84.1,,10.626,,,,,,,,17.79,3.752,0.8475,,,,3.8915,,,,,,99.26,3.5379,28.345,,19.114,89.58,7.5710000000000015,8.27011,,
