Date,Quote Currency,AUD,BDT,BGN,BRL,BYN,CAD,CHF,CNY,CZK,DKK,EUR,GBP,HKD,HRK,HUF,I44,IDR,ILS,INR,ISK,JPY,KRW,MMK,MXN,MYR,NZD,PHP,PKR,PLN,RON,RUB,SEK,SGD,THB,TRY,TWD,TWI,USD,XDR,ZAR,VND
1980-12-10,NOK,6.1025,,,,,4.3585,288.85,,,85.3,,12.21,,,,,,,,1.86,2.494,,,,,4.9827,,,,,,117.6,,,,,,5.2225,6.5839,,
1980-12-11,NOK,6.1137,,,,,4.38,287.5,,,85.1,,12.28,,,,,,,,1.86,2.502,,,,,4.9949,,,,,,117.65,,,,,,5.2535,6.5799600000000025,,
1980-12-12,NOK,6.1152,,,,,4.3675,287.45,,,85.05,,12.16,,,,,,,,1.86,2.503,,,,,4.9582,,,,,,117.3,,,,,,5.252999999999999,6.584639999999999,,
1980-12-15,NOK,6.0413,,,,,4.3115,289.85,,,86.0,,12.105,,,,,,,,1.85,2.497,,,,,4.9152,,,,,,117.55,,,,,,5.181,6.5682100000000005,,
1980-12-16,NOK,6.0551,,,,,4.301,285.75,,,84.55,,12.08,,,,,,,,1.85,2.479,,,,,4.9477,,,,,,116.7,,,,,,5.1995,6.5312,,
1980-12-17,NOK,6.0646,,,,,4.309,285.6,,,84.45,,12.075,,,,,,,,1.85,2.485,,,,,4.9316,,,,,,116.5,,,,,,5.204,6.54372,,
1980-12-18,NOK,6.0751,,,,,4.317,287.85,,,85.2,,12.1,,,,,,,,1.85,2.486,,,,,4.9459,,,,,,117.2,,,,,,5.21,6.5679300000000005,,
1980-12-19,NOK,6.0748,,,,,4.341,287.15,,,85.3,,12.12,,,,,,,,1.85,2.49,,,,,4.9229,,,,,,117.4,,,,,,5.2,6.5584,,
1980-12-22,NOK,6.0616,,,,,4.3515,287.95,,,85.6,,12.175,,,,,,,,1.84,2.494,,,,,4.9199,,,,,,117.4,,,,,,5.178999999999999,6.568060000000001,,
1980-12-23,NOK,6.0636,,,,,4.343,292.9,,,85.9,,12.245,,,,,,,,1.84,2.488,,,,,4.9254,,,,,,117.95,,,,,,5.165,6.59173,,
1980-12-24,NOK,6.0768,,,,,4.3455,292.4,,,86.85,,12.3,,,,,,,,1.83,2.499,,,,,4.9465,,,,,,118.6,,,,,,5.1720000000000015,6.597919999999999,,
1980-12-25,NOK,,,,,,,,,,,,,,,,,,,,,,,,,,4.9465,,,,,,,,,,,,,,,
1980-12-26,NOK,,,,,,,,,,,,,,,,,,,,,,,,,,4.9465,,,,,,,,,,,,,,,
1980-12-29,NOK,6.0898,,,,,4.3565,292.75,,,86.35,,12.305,,,,,,,,1.84,2.501,,,,,4.9635,,,,,,118.25,,,,,,5.18,6.58767,,
1980-12-30,NOK,6.1016,,,,,4.3565,293.9,,,86.35,,12.27,,,,,,,,1.83,2.543,,,,,4.9608,,,,,,118.15,,,,,,5.165,6.59235,,
1980-12-31,NOK,6.1186,,,,,4.352,293.15,,,86.2,,12.375,,,,,,,,1.81,2.556,,,,,4.9819,,,,,,118.35,,,,,,5.18,6.60662,,
1981-01-01,NOK,,,,,,,,,,,,,,,,,,,,,,,,,,4.9819,,,,,,,,,,,,,,,
1981-01-02,NOK,6.1343,,,,,4.3575,292.8,,,85.95,,12.38,,,,,,,,83.3,2.57,,,,,4.9968,,,,,,118.3,,,,,87.81,5.197,6.60923,,
1981-01-05,NOK,6.1188,,,,,4.333,291.7,,,85.9,,12.365,,,,,,,,82.85,2.585,,,,,4.9678,,,,,,117.85,,,,,87.66,5.16,6.5999,,
1981-01-06,NOK,6.0901,,,,,4.314,292.65,,,86.1,,12.455,,,,,,,,82.25,2.571,,,,,4.9521,,,,,,118.4,,,,,87.96,5.126,6.59347,,
1981-01-07,NOK,6.0807,,,,,4.305,291.75,,,85.7,,12.38,,,,,,,,82.1,2.559,,,,,4.9489,,,,,,117.8,,,,,87.54,5.1145,6.565589999999999,,
1981-01-08,NOK,6.1024,,,,,4.3235,289.65,,,85.25,,12.365,,,,,,,,82.5,2.56,,,,,4.9678,,,,,,117.6,,,,,87.29,5.1425,6.5682100000000005,,
1981-01-09,NOK,6.0946,,,,,4.334,289.25,,,84.85,,12.34,,,,,,,,82.5,2.543,,,,,4.9527,,,,,,117.3,,,,,87.06,5.142,6.5577,,
1981-01-12,NOK,6.0818,,,,,4.3425,288.25,,,85.0,,12.395,,,,,,,,82.55,2.544,,,,,4.9589,,,,,,117.4,,,,,87.16,5.1495,6.55655,,
1981-01-13,NOK,6.1268,,,,,4.362,286.5,,,84.4,,12.4,,,,,,,,83.25,2.54,,,,,4.9839,,,,,,116.9,,,,,86.83,5.1925,6.572610000000001,,
1981-01-14,NOK,6.1243,,,,,4.3665,287.05,,,84.55,,12.415,,,,,,,,83.05,2.551,,,,,4.976,,,,,,117.1,,,,,86.95,5.183,6.5758300000000025,,
1981-01-15,NOK,6.1428,,,,,4.3605,286.75,,,84.45,,12.475,,,,,,,,83.25,2.565,,,,,5.004,,,,,,117.15,,,,,87.03,5.195,6.586010000000001,,
1981-01-16,NOK,6.1885,,,,,4.4030000000000005,286.9,,,84.5,,12.565,,,,,,,,84.1,2.588,,,,,5.026,,,,,,117.5,,,,,87.32,5.2485,6.6392,,
1981-01-19,NOK,6.157,,,,,4.381,286.8,,,84.75,,12.605,,,,,,,,83.55,2.588,,,,,5.027,,,,,,117.4,,,,,87.37,5.2125,6.619560000000001,,
1981-01-20,NOK,6.1916,,,,,4.3975,287.6,,,84.95,,12.63,,,,,,,,83.9,2.599,,,,,5.0548,,,,,,118.15,,,,,87.7,5.235,6.6425899999999976,,
1981-01-21,NOK,6.1914,,,,,4.3935,288.35,,,85.15,,12.665,,,,,,,,83.65,2.622,,,,,5.0397,,,,,,118.05,,,,,87.84,5.2175,6.65539,,
1981-01-22,NOK,6.2071,,,,,4.4055,287.95,,,84.9,,12.695,,,,,,,,84.1,2.62,,,,,5.056,,,,,,118.0,,,,,87.75,5.2475,6.65992,,
1981-01-23,NOK,6.2193,,,,,4.4205,287.2,,,84.6,,12.68,,,,,,,,84.4,2.612,,,,,5.0578,,,,,,117.75,,,,,87.57,5.2665,6.65665,,
1981-01-26,NOK,6.2515,,,,,4.4585,287.4,,,84.5,,12.78,,,,,,,,85.05,2.616,,,,,5.1133,,,,,,118.0,,,,,87.7,5.305,6.68133,,
1981-01-27,NOK,6.3175,,,,,4.5055,288.25,,,84.6,,12.94,,,,,,,,85.9,2.645,,,,,5.1575,,,,,,118.55,,,,,88.19,5.3585,6.7434600000000025,,
1981-01-28,NOK,6.3329999999999975,,,,,4.5235,287.0,,,84.45,,12.98,,,,,,,,86.4,2.658,,,,,5.176,,,,,,118.5,,,,,88.19,5.39,6.75426,,
1981-01-29,NOK,6.3279,,,,,4.493,284.75,,,83.8,,12.965,,,,,,,,86.4,2.645,,,,,5.1552,,,,,,118.7,,,,,87.88,5.392,6.74383,,
1981-01-30,NOK,6.3524,,,,,4.546,284.05,,,83.7,,12.98,,,,,,,,87.15,2.639,,,,,5.1702,,,,,,118.9,,,,,87.94,5.437,6.76461,,
1981-02-02,NOK,6.3264,,,,,4.5395,282.5,,,83.55,,12.825,,,,,,,,86.8,2.667,,,,,5.1341,,,,,,119.0,,,,,87.76,5.416,6.74563,,
1981-02-03,NOK,6.3489,,,,,4.5645,279.9,,,82.25,,12.75,,,,,,,,87.45,2.661,,,,,5.1553,,,,,,118.75,,,,,87.03,5.455,6.7363800000000005,,
1981-02-04,NOK,6.3221,,,,,4.5310000000000015,280.8,,,82.6,,12.715,,,,,,,,86.8,2.656,,,,,5.0823,,,,,,118.4,,,,,87.0,5.4155,6.717060000000001,,
1981-02-05,NOK,6.2620000000000005,,,,,4.4935,278.35,,,82.15,,12.58,,,,,,,,86.0,2.656,,,,,5.0999,,,,,,117.55,,,,,86.36,5.364,6.6730800000000015,,
1981-02-06,NOK,6.3126,,,,,4.5195,278.05,,,82.05,,12.655,,,,,,,,86.85,2.66,,,,,5.1151,,,,,,117.65,,,,,86.48,5.4175,6.70898,,
1981-02-09,NOK,6.2748,,,,,4.506,278.25,,,82.15,,12.6,,,,,,,,86.3,2.643,,,,,5.0765,,,,,,117.45,,,,,86.39,5.385,6.67105,,
1981-02-10,NOK,6.2849,,,,,4.5065,278.75,,,82.3,,12.625,,,,,,,,86.45,2.652,,,,,5.113,,,,,,117.8,,,,,86.55,5.395,6.680839999999999,,
1981-02-11,NOK,6.3179,,,,,4.5285,278.25,,,82.3,,12.675,,,,,,,,83.8,2.665,,,,,5.1179,,,,,,118.0,,,,,86.69,5.4220000000000015,6.702839999999999,,
1981-02-12,NOK,6.3666,,,,,4.566,275.8,,,82.25,,12.75,,,,,,,,84.5,2.678,,,,,5.1344,,,,,,118.6,,,,,86.89,5.4785,6.74447,,
1981-02-13,NOK,6.3329999999999975,,,,,4.562,272.8,,,81.25,,12.575,,,,,,,,84.0,2.662,,,,,5.1274,,,,,,117.75,,,,,86.05,5.473,6.70098,,
1981-02-16,NOK,6.3919,,,,,4.6075,269.55,,,80.45,,12.485,,,,,,,,84.6,2.659,,,,,5.1324,,,,,,117.45,,,,,85.6,5.545,6.70878,,
1981-02-17,NOK,6.3207,,,,,4.544,272.55,,,80.9,,12.385,,,,,,,,82.45,2.648,,,,,5.0666,,,,,,116.9,,,,,85.45,5.4775,6.69427,,
1981-02-18,NOK,6.2777,,,,,4.4965,273.8,,,81.05,,12.265,,,,,,,,82.3,2.6260000000000003,,,,,5.045,,,,,,116.65,,,,,85.31,5.412000000000001,6.637169999999999,,
1981-02-19,NOK,6.2601,,,,,4.4975,276.9,,,81.35,,12.29,,,,,,,,82.55,2.6260000000000003,,,,,5.0163,,,,,,116.7,,,,,85.55,5.4025,6.62401,,
1981-02-20,NOK,6.2047,,,,,4.434,280.8,,,81.85,,12.275,,,,,,,,81.1,2.588,,,,,4.9464,,,,,,117.15,,,,,85.72,5.3075,6.581189999999999,,
1981-02-23,NOK,6.191,,,,,4.448,279.85,,,81.7,,12.05,,,,,,,,82.4,2.5610000000000004,,,,,4.9473,,,,,,116.55,,,,,85.26,5.3125,6.55132,,
1981-02-24,NOK,6.2587,,,,,4.4995,282.25,,,82.4,,12.1,,,,,,,,83.2,2.6010000000000004,,,,,5.0062,,,,,,117.3,,,,,86.09,5.39,6.64894,,
1981-02-25,NOK,6.2609,,,,,4.511,282.35,,,82.1,,12.03,,,,,,,,82.9,2.599,,,,,4.9834,,,,,,117.2,,,,,86.11,5.3925,6.64065,,
1981-02-26,NOK,6.2872,,,,,4.517,280.65,,,82.05,,12.06,,,,,,,,83.3,2.616,,,,,4.999,,,,,,117.15,,,,,86.09,5.424,6.65867,,
1981-02-27,NOK,6.2951,,,,,4.544,277.8,,,81.9,,12.045,,,,,,,,83.35,2.613,,,,,5.0313,,,,,,117.65,,,,,86.23,5.456,6.67422,,
1981-03-02,NOK,6.336,,,,,4.5775,277.05,,,81.95,,11.995,,,,,,,,83.75,2.61,,,,,5.0,,,,,,117.9,,,,,86.21,5.506,6.6940800000000005,,
1981-03-03,NOK,6.3141,,,,,4.547,274.75,,,80.6,,11.955,,,,,,,,82.8,2.611,,,,,5.0302,,,,,,116.9,,,,,85.41,5.48,6.6508600000000015,,
1981-03-04,NOK,6.2655,,,,,4.511,281.3,,,81.4,,11.99,,,,,,,,81.75,2.612,,,,,4.9645,,,,,,117.15,,,,,85.88,5.414,6.63805,,
1981-03-05,NOK,6.2556,,,,,4.5045,278.9,,,81.05,,11.925,,,,,,,,82.6,2.6010000000000004,,,,,4.9886,,,,,,116.95,,,,,85.53,5.412999999999999,6.61896,,
1981-03-06,NOK,6.3261,,,,,4.557,278.7,,,81.1,,12.0,,,,,,,,83.25,2.622,,,,,4.9937,,,,,,117.3,,,,,85.87,5.474,6.67001,,
1981-03-09,NOK,6.3,,,,,4.533,278.6,,,81.15,,11.89,,,,,,,,82.25,2.62,,,,,4.9751,,,,,,116.6,,,,,85.61,5.435,6.63961,,
1981-03-10,NOK,6.2729,,,,,4.513,279.65,,,81.4,,11.93,,,,,,,,81.95,2.613,,,,,4.9648,,,,,,116.85,,,,,85.75,5.401,6.63335,,
1981-03-11,NOK,6.2587,,,,,4.5015,280.5,,,81.4,,12.0,,,,,,,,82.45,2.596,,,,,4.9751,,,,,,116.95,,,,,85.79,5.39,6.61897,,
1981-03-12,NOK,6.2667,,,,,4.5005,279.2,,,81.25,,11.96,,,,,,,,82.6,2.603,,,,,4.973,,,,,,116.95,,,,,85.72,5.395,6.62225,,
1981-03-13,NOK,6.2722,,,,,4.517,279.15,,,81.2,,11.995,,,,,,,,82.25,2.599,,,,,4.9554,,,,,,116.9,,,,,85.73,5.396,6.62219,,
1981-03-16,NOK,6.2835,,,,,4.518,280.65,,,81.4,,11.985,,,,,,,,82.3,2.594,,,,,4.9711,,,,,,116.85,,,,,85.78,5.39,6.63644,,
1981-03-17,NOK,6.2497,,,,,4.5215,283.35,,,81.85,,12.065,,,,,,,,82.15,2.588,,,,,4.9578,,,,,,117.25,,,,,86.05,5.3585,6.62257,,
1981-03-18,NOK,6.2085,,,,,4.498,283.4,,,81.8,,12.06,,,,,,,,81.8,2.564,,,,,4.9035,,,,,,117.15,,,,,85.94,5.3095,6.5865899999999975,,
1981-03-19,NOK,6.2010000000000005,,,,,4.47,284.4,,,82.2,,12.01,,,,,,,,81.85,2.544,,,,,4.9156,,,,,,117.15,,,,,86.01,5.287000000000001,6.57026,,
1981-03-20,NOK,6.2686,,,,,4.5085,283.65,,,82.05,,12.115,,,,,,,,82.95,2.559,,,,,4.9346,,,,,,117.45,,,,,86.22,5.3415,6.61021,,
1981-03-23,NOK,6.2932,,,,,4.5515,282.35,,,81.8,,12.07,,,,,,,,83.05,2.575,,,,,4.9763,,,,,,117.25,,,,,86.03,5.375,6.62829,,
1981-03-24,NOK,6.3041,,,,,4.547,283.3,,,82.0,,12.16,,,,,,,,82.85,2.579,,,,,4.9724,,,,,,117.65,,,,,86.27,5.385,6.64094,,
1981-03-25,NOK,6.2823,,,,,4.5445,282.85,,,81.9,,12.18,,,,,,,,82.6,2.572,,,,,4.9632,,,,,,117.6,,,,,86.23,5.3745,6.6333699999999975,,
1981-03-26,NOK,6.2904,,,,,4.561,282.5,,,81.85,,12.185,,,,,,,,82.95,2.562,,,,,4.9724,,,,,,117.6,,,,,86.21,5.388999999999999,6.63197,,
1981-03-27,NOK,6.324,,,,,4.5875,281.0,,,81.35,,12.205,,,,,,,,83.6,2.577,,,,,4.9979,,,,,,117.35,,,,,86.04,5.445,6.65782,,
1981-03-30,NOK,6.2866,,,,,4.558,280.05,,,81.1,,12.115,,,,,,,,82.5,2.5610000000000004,,,,,4.9395,,,,,,117.05,,,,,85.67,5.4115,6.62449,,
1981-03-31,NOK,6.2726,,,,,4.5315,280.35,,,81.2,,12.06,,,,,,,,82.0,2.545,,,,,4.9346,,,,,,117.0,,,,,85.6,5.3725,6.6002199999999975,,
1981-04-01,NOK,6.2605,,,,,4.541,280.8,,,81.5,,12.05,,,,,,,,82.35,2.539,,,,,4.9284,,,,,,117.25,,,,,85.78,5.374,6.60239,,
1981-04-02,NOK,6.2483,,,,,4.541,280.95,,,81.4,,12.03,,,,,,,,82.4,2.528,,,,,4.9282,,,,,,117.2,,,,,85.7,5.3735,6.59737,,
1981-04-03,NOK,6.2897,,,,,4.5875,280.25,,,81.05,,12.015,,,,,,,,83.15,2.544,,,,,4.9199,,,,,,117.2,,,,,85.62,5.428,6.62162,,
1981-04-06,NOK,6.2705,,,,,4.5785,277.35,,,80.3,,11.84,,,,,,,,82.5,2.532,,,,,4.8961,,,,,,116.35,,,,,84.92,5.4265,6.5838100000000015,,
1981-04-07,NOK,6.2644,,,,,4.5695,278.15,,,80.5,,11.84,,,,,,,,82.0,2.548,,,,,4.9185,,,,,,116.45,,,,,85.06,5.43,6.59593,,
1981-04-08,NOK,6.2810000000000015,,,,,4.5815,279.95,,,81.1,,11.94,,,,,,,,81.85,2.543,,,,,4.9361,,,,,,116.65,,,,,85.45,5.4179999999999975,6.61267,,
1981-04-09,NOK,6.2938,,,,,4.5935,279.75,,,80.95,,11.96,,,,,,,,82.9,2.549,,,,,4.937,,,,,,116.95,,,,,85.51,5.4460000000000015,6.62375,,
1981-04-10,NOK,6.2963,,,,,4.609,278.85,,,80.85,,11.95,,,,,,,,82.6,2.546,,,,,4.9348,,,,,,117.0,,,,,85.44,5.4545,6.62405,,
1981-04-13,NOK,6.3268,,,,,4.6205,277.0,,,80.6,,11.87,,,,,,,,83.15,2.539,,,,,4.9646,,,,,,116.65,,,,,85.16,5.5005,6.6322800000000015,,
1981-04-14,NOK,6.3292,,,,,4.6145,278.8,,,80.7,,11.955,,,,,,,,82.45,2.552,,,,,4.9275,,,,,,117.05,,,,,85.47,5.495,6.64433,,
1981-04-15,NOK,6.2953,,,,,4.5785,275.8,,,79.95,,11.88,,,,,,,,82.05,2.531,,,,,4.926,,,,,,116.2,,,,,84.78,5.47,6.60169,,
1981-04-16,NOK,,,,,,,,,,,,,,,,,,,,,,,,,,4.9415,,,,,,,,,,,,,,,
1981-04-17,NOK,,,,,,,,,,,,,,,,,,,,,,,,,,4.9415,,,,,,,,,,,,,,,
1981-04-20,NOK,,,,,,,,,,,,,,,,,,,,,,,,,,4.9415,,,,,,,,,,,,,,,
1981-04-21,NOK,6.3054,,,,,4.5935,275.7,,,79.9,,11.84,,,,,,,,82.4,2.519,,,,,4.9355,,,,,,116.15,,,,,84.69,5.487,6.603110000000001,,
1981-04-22,NOK,6.3153,,,,,4.5975,276.9,,,80.15,,11.915,,,,,,,,82.25,2.523,,,,,4.932,,,,,,116.25,,,,,84.91,5.4855,6.61447,,
1981-04-23,NOK,6.3295,,,,,4.5905,277.3,,,80.25,,11.975,,,,,,,,82.2,2.543,,,,,4.941,,,,,,116.35,,,,,85.08,5.4845,6.6277399999999975,,
1981-04-24,NOK,6.3225,,,,,4.5965,276.35,,,80.0,,11.91,,,,,,,,82.5,2.546,,,,,4.949,,,,,,116.15,,,,,84.88,5.4860000000000015,6.6176,,
1981-04-27,NOK,6.3606,,,,,4.6175,277.7,,,80.4,,11.95,,,,,,,,82.7,2.6010000000000004,,,,,4.9791,,,,,,116.65,,,,,85.33,5.5070000000000014,6.66,,
1981-04-28,NOK,6.3757,,,,,4.6295,277.7,,,80.3,,11.92,,,,,,,,82.95,2.597,,,,,4.9645,,,,,,116.95,,,,,85.33,5.5265,6.664739999999999,,
1981-04-29,NOK,6.3719,,,,,4.631,275.1,,,79.7,,11.855,,,,,,,,82.85,2.582,,,,,4.9801,,,,,,116.55,,,,,84.89,5.534,6.64622,,
1981-04-30,NOK,6.3886,,,,,4.6405,274.9,,,79.55,,11.885,,,,,,,,82.75,2.584,,,,,4.9748,,,,,,116.75,,,,,84.91,5.553,6.655710000000001,,
1981-05-01,NOK,,,,,,,,,,,,,,,,,,,,,,,,,,4.9811,,,,,,,,,,,,,,,
1981-05-04,NOK,6.4341,,,,,4.672,274.35,,,79.4,,11.88,,,,,,,,83.55,2.577,,,,,4.9811,,,,,,116.75,,,,,84.88,5.608,6.674589999999999,,
1981-05-05,NOK,6.4255,,,,,4.6775,272.05,,,78.7,,11.89,,,,,,,,83.2,2.582,,,,,5.0074,,,,,,115.3,,,,,84.31,5.6255,6.6688100000000015,,
1981-05-06,NOK,6.4064,,,,,4.6755,272.15,,,78.7,,11.865,,,,,,,,82.35,2.5810000000000004,,,,,4.9601,,,,,,115.45,,,,,84.28,5.603,6.66051,,
1981-05-07,NOK,6.3913,,,,,4.6610000000000005,271.05,,,78.45,,11.835,,,,,,,,82.45,2.579,,,,,4.981,,,,,,115.35,,,,,84.13,5.5975,6.64602,,
1981-05-08,NOK,6.4232,,,,,4.6845,271.6,,,78.65,,11.84,,,,,,,,82.6,2.576,,,,,4.9811,,,,,,115.75,,,,,84.26,5.6145,6.67749,,
1981-05-11,NOK,6.4408,,,,,4.695,272.25,,,78.8,,11.885,,,,,,,,83.05,2.5860000000000003,,,,,5.0042,,,,,,115.85,,,,,84.37,5.6325,6.66747,,
1981-05-12,NOK,6.4424,,,,,4.6975,273.7,,,78.55,,11.83,,,,,,,,83.0,2.5860000000000003,,,,,4.9853,,,,,,115.55,,,,,84.14,5.6455,6.65988,,
1981-05-13,NOK,6.4453,,,,,4.7105,273.95,,,78.8,,11.84,,,,,,,,82.75,2.576,,,,,4.9894,,,,,,115.8,,,,,84.26,5.648,6.6596699999999975,,
1981-05-14,NOK,6.4599,,,,,4.731,273.2,,,78.45,,11.77,,,,,,,,83.4,2.5540000000000003,,,,,5.0,,,,,,115.85,,,,,84.11,5.6925,6.67093,,
1981-05-15,NOK,6.4642,,,,,4.7365,275.45,,,78.7,,11.81,,,,,,,,82.65,2.557,,,,,4.9958,,,,,,115.8,,,,,84.25,5.684,6.6772800000000005,,
1981-05-18,NOK,6.4567,,,,,4.727,276.6,,,78.6,,11.84,,,,,,,,82.7,2.56,,,,,5.0053,,,,,,115.65,,,,,84.18,5.669,6.67428,,
1981-05-19,NOK,6.4734,,,,,4.7345,277.85,,,78.75,,11.87,,,,,,,,83.05,2.5780000000000003,,,,,4.9884,,,,,,116.05,,,,,84.4,5.6720000000000015,6.679289999999999,,
1981-05-20,NOK,6.5003,,,,,4.7395,277.85,,,78.7,,11.835,,,,,,,,83.15,2.573,,,,,4.9905,,,,,,116.05,,,,,84.36,5.6865,6.6982399999999975,,
1981-05-21,NOK,6.471,,,,,4.7155,276.4,,,78.6,,11.835,,,,,,,,82.95,2.5610000000000004,,,,,5.0242,,,,,,115.85,,,,,84.18,5.666,6.65262,,
1981-05-22,NOK,6.5058,,,,,4.7485,276.8,,,78.65,,11.825,,,,,,,,83.15,2.569,,,,,5.0201,,,,,,115.95,,,,,84.31,5.702999999999999,6.68186,,
1981-05-25,NOK,6.5195,,,,,4.7665,277.0,,,78.7,,11.87,,,,,,,,83.1,2.57,,,,,5.0201,,,,,,116.1,,,,,84.43,5.715,6.70055,,
1981-05-26,NOK,6.5397,,,,,4.785,276.1,,,78.35,,11.905,,,,,,,,83.6,2.571,,,,,5.0011,,,,,,115.9,,,,,84.35,5.7425,6.71258,,
1981-05-27,NOK,6.5292,,,,,4.7855,275.9,,,77.9,,11.865,,,,,,,,83.45,2.56,,,,,5.0191,,,,,,115.5,,,,,84.05,5.749,6.71046,,
1981-05-28,NOK,,,,,,,,,,,,,,,,,,,,,,,,,,4.9589,,,,,,,,,,,,,,,
1981-05-29,NOK,6.5299,,,,,4.77,277.15,,,78.4,,11.88,,,,,,,,80.0,2.562,,,,,5.0158,,,,,,116.1,,,,,84.38,5.73,6.7049600000000025,,
1981-06-01,NOK,6.5457,,,,,4.7765,277.55,,,78.45,,11.9,,,,,,,,80.1,2.591,,,,,5.0127,,,,,,116.15,,,,,84.5,5.738,6.72058,,
1981-06-02,NOK,6.5807,,,,,4.799,276.8,,,78.0,,11.83,,,,,,,,80.85,2.594,,,,,5.0339,,,,,,115.85,,,,,84.22,5.7929999999999975,6.73703,,
1981-06-03,NOK,6.6159,,,,,4.8235,278.6,,,78.2,,11.775,,,,,,,,80.4,2.599,,,,,5.0398,,,,,,116.15,,,,,84.42,5.816,6.75842,,
1981-06-04,NOK,6.617999999999999,,,,,4.8405,276.4,,,77.85,,11.42,,,,,,,,80.75,2.597,,,,,5.0661,,,,,,115.75,,,,,83.91,5.853,6.74763,,
1981-06-05,NOK,6.7575,,,,,4.9605,279.6,,,78.5,,11.625,,,,,,,,81.9,2.636,,,,,5.1109,,,,,,116.85,,,,,84.9,6.0,6.864,,
1981-06-08,NOK,,,,,,,,,,,,,,,,,,,,,,,,,,5.0702,,,,,,,,,,,,,,,
1981-06-09,NOK,6.7424,,,,,4.97,280.75,,,78.5,,11.61,,,,,,,,81.05,2.6210000000000004,,,,,5.0724,,,,,,116.7,,,,,84.81,5.992000000000001,6.9059,,
1981-06-10,NOK,6.6587,,,,,4.8975,282.15,,,79.0,,11.555,,,,,,,,80.3,2.596,,,,,5.0478,,,,,,116.3,,,,,84.65,5.881,6.79138,,
1981-06-11,NOK,6.7455,,,,,4.9385,282.75,,,79.15,,11.615,,,,,,,,81.65,2.644,,,,,5.0866,,,,,,117.1,,,,,85.14,5.959,6.85464,,
1981-06-12,NOK,6.7592,,,,,4.9465,283.05,,,78.95,,11.63,,,,,,,,81.1,2.652,,,,,5.0851,,,,,,116.85,,,,,85.05,5.9555,6.85645,,
1981-06-15,NOK,6.7106,,,,,4.892,284.7,,,79.05,,11.645,,,,,,,,80.1,2.657,,,,,5.0508,,,,,,116.35,,,,,84.84,5.8785,6.8178800000000015,,
1981-06-16,NOK,6.682,,,,,4.8475,285.35,,,79.2,,11.655,,,,,,,,80.1,2.649,,,,,5.075,,,,,,116.65,,,,,84.92,5.827999999999999,6.79621,,
1981-06-17,NOK,6.7334,,,,,4.868,287.0,,,79.7,,11.725,,,,,,,,80.4,2.655,,,,,5.0572,,,,,,117.1,,,,,85.37,5.854,6.82395,,
1981-06-18,NOK,6.7902,,,,,4.908,287.1,,,79.75,,11.76,,,,,,,,81.9,2.669,,,,,5.0707,,,,,,117.6,,,,,85.65,5.9170000000000025,6.86632,,
1981-06-19,NOK,6.803,,,,,4.923,285.45,,,79.15,,11.66,,,,,,,,81.8,2.656,,,,,5.0881,,,,,,117.65,,,,,85.22,5.939,6.85372,,
1981-06-22,NOK,6.7735,,,,,4.9095,286.8,,,79.35,,11.71,,,,,,,,80.75,2.653,,,,,5.1182,,,,,,117.4,,,,,85.32,5.9045,6.8410699999999975,,
1981-06-23,NOK,6.7855,,,,,4.9115,288.85,,,79.95,,11.805,,,,,,,,81.05,2.657,,,,,5.0994,,,,,,117.8,,,,,85.67,5.8925,6.8452600000000015,,
1981-06-24,NOK,6.825,,,,,4.9475,292.7,,,79.75,,11.805,,,,,,,,81.5,2.6630000000000003,,,,,5.0991,,,,,,117.9,,,,,85.71,5.9275,6.86304,,
1981-06-25,NOK,6.8205,,,,,4.944,292.45,,,79.8,,11.725,,,,,,,,81.7,2.649,,,,,5.0974,,,,,,117.95,,,,,85.66,5.942,6.8598,,
1981-06-26,NOK,6.8888,,,,,4.9945,294.05,,,79.75,,11.66,,,,,,,,82.25,2.6630000000000003,,,,,5.1415,,,,,,117.9,,,,,85.72,6.005,6.9032300000000015,,
1981-06-29,NOK,6.863,,,,,4.98,295.25,,,80.15,,11.685,,,,,,,,81.4,2.659,,,,,5.1175,,,,,,118.0,,,,,85.87,5.977,6.89268,,
1981-06-30,NOK,6.9044,,,,,5.0055,295.9,,,80.15,,11.695,,,,,,,,82.1,2.659,,,,,5.1257,,,,,,118.15,,,,,86.0,6.0075,6.91223,,
1981-07-01,NOK,6.945,,,,,5.0395,294.85,,,80.15,,11.56,,,,,,,,82.05,2.661,,,,,5.1246,,,,,,118.6,,,,,86.03,6.053999999999999,6.929710000000001,,
1981-07-02,NOK,6.9838,,,,,5.053,292.75,,,80.2,,11.475,,,,,,,,82.35,2.674,,,,,5.1076,,,,,,118.4,,,,,86.0,6.0815,6.9482399999999975,,
1981-07-03,NOK,6.9359,,,,,5.0360000000000005,292.35,,,80.05,,11.475,,,,,,,,81.65,2.665,,,,,5.1275,,,,,,118.2,,,,,85.81,6.053,6.9227,,
1981-07-06,NOK,6.9831,,,,,5.0775,291.5,,,79.5,,11.525,,,,,,,,82.45,2.65,,,,,5.1677,,,,,,118.1,,,,,85.62,6.099,6.93475,,
1981-07-07,NOK,6.9496,,,,,5.05,290.5,,,79.1,,11.62,,,,,,,,81.6,2.651,,,,,5.1197,,,,,,117.35,,,,,85.32,6.067,6.917960000000001,,
